754,531
754,531
760,534
766,546
766,573
766,573
748,609
748,609
712,627
712,627
676,645
676,645
640,663
640,663
604,681
604,681
568,699
568,699
532,717
532,717
496,735
496,735
460,753
460,753
424,771
424,771
388,789
388,789
352,807
352,807
316,825
316,825
280,843
280,843
244,861
244,861
208,879
208,879
172,897
172,897
154,906
154,906
163,915
163,915
151,912
151,912
157,918
157,918
148,909
148,909
160,921
160,921
145,906
145,906
163,924
163,924
151,921
151,921
148,918
148,918
151,921
151,921
148,918
148,918
145,915
145,915
145,915
145,915
154,924
154,924
145,897
145,897
154,924
154,924
142,912
142,912
157,927
157,927
154,927
154,927
142,915
142,915
139,909
139,909
139,906
139,906
139,909
139,909
139,900
139,900
160,930
160,930
163,930
163,930
139,903
139,903
160,930
160,930
160,930
166,930
166,930
160,930
139,909
139,909
145,924
145,924
169,930
169,930
145,924
145,924
145,924
145,924
142,921
142,921
148,927
148,927
139,900
139,900
145,924
145,924
142,921
142,921
148,927
148,927
142,894
154,888
163,888
169,891
172,897
172,906
169,912
169,912
163,915
163,915
172,906
154,915
154,915
172,897
166,918
166,918
172,915
172,915
175,903
175,903
175,912
175,912
175,912
175,912
160,921
160,921
178,909
178,909
172,918
166,921
166,921
172,918
169,891
148,912
148,912
169,921
169,921
157,921
157,921
169,921
169,921
178,900
178,900
175,894
178,900
178,909
178,909
175,915
169,918
160,918
160,918
154,915
154,915
151,909
151,909
169,918
151,900
151,900
163,921
163,921
148,903
148,903
175,915
151,918
151,918
178,900
175,894
151,918
148,912
148,903
148,903
148,912
151,897
157,894
166,894
166,894
172,897
172,897
157,894
151,897
175,894
175,894
151,918
154,921
154,921
154,894
154,894
148,915
148,915
163,888
154,921
154,921
175,918
175,918
178,909
178,909
145,906
145,906
163,924
163,924
172,921
172,921
172,921
172,921
163,924
163,924
160,891
169,891
169,891
160,891
145,906
145,906
178,915
178,915
151,894
151,894
163,891
172,891
172,891
163,891
181,906
181,906
160,924
160,924
181,906
181,906
166,924
166,924
148,897
148,897
166,924
166,924
157,924
157,924
148,918
148,918
169,888
169,888
157,924
157,924
169,924
169,924
154,891
154,891
151,921
151,921
175,891
178,897
178,906
175,912
169,915
160,915
160,915
154,912
154,912
169,915
163,918
163,918
151,906
151,906
175,912
154,918
154,918
151,915
151,915
154,918
154,918
172,918
172,918
148,909
148,909
178,906
166,921
166,921
166,921
166,921
157,921
157,921
151,897
151,897
157,921
157,921
148,900
148,900
178,912
178,912
151,918
148,912
148,903
148,903
148,912
151,897
157,894
166,894
166,894
172,897
175,903
175,903
172,897
175,912
175,912
172,894
172,894
178,909
178,909
178,900
178,900
157,894
151,897
175,894
175,894
151,918
175,918
169,921
160,921
160,921
154,918
151,912
151,903
151,903
151,912
154,897
154,897
154,918
148,906
148,906
160,894
169,894
169,894
175,897
175,897
178,903
178,903
160,894
169,921
148,915
148,915
175,918
154,921
154,921
148,915
148,915
178,897
178,897
157,921
157,921
148,897
148,897
160,924
160,924
151,894
151,894
145,903
145,903
163,891
172,891
172,891
163,891
178,897
160,924
160,924
145,909
145,909
148,897
148,897
157,891
157,891
145,909
145,909
145,903
145,903
145,906
145,906
166,891
166,891
145,912
145,912
145,909
145,909
181,906
181,906
181,903
181,903
181,906
181,906
145,912
145,912
181,909
181,909
181,903
181,903
148,918
148,918
145,900
145,900
175,891
169,924
169,924
145,912
145,903
145,903
148,897
154,894
163,894
169,897
172,903
172,903
169,897
172,912
172,912
163,894
175,909
175,909
175,900
175,900
169,918
169,918
172,894
172,894
163,921
163,921
178,906
178,906
178,906
178,906
172,918
172,918
175,918
175,918
154,894
178,897
178,897
178,897
178,897
178,915
178,915
166,924
166,924
160,891
169,891
169,891
175,894
178,900
178,909
175,915
169,918
160,918
160,918
154,915
151,909
151,909
154,915
169,918
151,900
151,900
154,918
154,918
175,915
148,903
148,903
148,912
148,912
178,909
178,900
154,894
154,894
151,918
151,918
175,894
154,921
154,921
145,906
145,906
172,921
172,921
160,891
166,924
166,924
181,903
181,903
157,924
157,924
148,897
157,924
157,924
169,891
169,891
151,921
148,915
148,906
151,900
157,897
166,897
166,897
172,900
172,900
175,906
175,906
157,897
175,897
175,897
175,915
175,915
151,900
163,894
163,894
178,903
178,903
148,906
178,912
178,912
148,900
148,900
160,891
160,891
148,915
151,894
151,894
172,894
172,894
181,909
181,909
181,909
181,909
157,891
166,891
166,891
172,894
175,900
175,909
175,909
172,915
166,918
166,918
172,915
157,918
157,918
175,900
172,894
151,915
151,915
178,906
178,906
148,909
148,909
175,918
175,918
178,915
178,915
178,915
178,915
145,903
145,903
145,912
145,912
157,891
181,903
181,903
151,921
145,912
148,918
145,912
145,903
148,897
154,894
163,894
169,897
172,903
172,903
169,897
163,894
172,912
172,912
175,909
175,909
169,894
169,894
175,900
175,900
169,918
169,918
175,897
175,897
178,906
178,906
178,903
178,903
178,912
178,912
175,918
175,918
172,921
172,921
178,897
178,897
154,894
175,918
169,921
160,921
154,918
151,912
151,903
151,903
151,912
154,897
154,897
154,918
148,906
148,906
160,894
160,894
160,921
151,897
151,897
169,921
175,918
145,909
145,909
148,897
148,897
157,891
157,891
163,924
163,924
166,891
166,891
151,921
151,921
145,912
175,891
175,891
148,918
154,891
154,891
181,900
181,900
181,912
181,912
145,900
145,900
178,894
178,894
178,894
178,894
181,912
181,912
175,921
175,921
175,891
175,891
151,921
148,915
148,906
151,900
157,897
166,897
166,897
172,900
172,900
175,906
175,906
172,897
172,897
157,897
151,900
175,897
175,897
163,894
163,894
178,903
178,903
175,915
175,915
148,906
178,912
178,912
160,891
160,891
148,915
172,894
172,894
181,909
181,909
181,900
181,900
151,921
169,891
169,891
178,918
178,918
148,894
148,894
163,924
163,924
178,915
178,915
145,900
145,900
181,912
181,912
145,915
145,915
181,900
181,900
175,921
175,921
181,900
181,900
181,912
181,912
178,894
178,894
178,918
178,918
181,912
181,912
175,921
169,924
160,924
154,921
151,915
151,906
154,900
154,900
151,906
160,897
169,897
169,897
160,897
151,915
148,909
148,909
157,894
157,894
166,894
166,894
148,900
148,900
163,891
163,891
154,921
160,924
151,894
157,891
166,891
172,894
175,900
175,909
175,909
172,915
166,918
166,918
172,915
157,918
157,918
175,900
172,894
166,891
151,915
151,915
160,921
160,921
169,921
169,921
163,924
163,924
157,891
151,921
151,921
151,894
148,918
148,918
154,891
154,891
169,924
175,921
178,894
181,900
181,909
178,915
172,918
163,918
157,915
154,909
154,909
157,915
163,918
154,900
154,900
151,903
151,903
151,912
151,912
148,906
148,906
157,894
157,894
172,918
157,921
157,921
148,915
148,915
151,894
151,894
178,915
154,891
154,891
145,900
145,900
181,909
181,900
148,897
148,897
178,894
181,900
181,909
178,915
172,918
163,918
157,915
154,909
154,909
157,915
154,900
154,900
163,918
151,903
151,903
151,912
151,912
148,906
148,906
172,918
154,894
154,894
151,894
151,894
178,915
181,909
145,900
145,900
181,900
145,909
145,909
175,921
175,921
178,918
178,918
148,894
148,894
154,924
154,924
181,912
181,912
145,915
145,915
145,900
145,900
178,918
172,921
163,921
157,918
154,912
154,903
154,903
154,912
157,897
157,897
157,918
163,921
151,897
151,897
154,894
154,894
172,921
148,900
148,900
178,918
160,924
160,924
178,918
178,918
145,915
145,915
175,921
169,924
160,924
154,921
151,915
151,906
151,906
154,900
160,897
169,897
169,897
160,897
154,900
151,915
166,894
166,894
148,900
148,900
163,891
163,891
154,921
160,924
169,924
175,921
148,894
148,894
154,924
154,924
163,888
163,888
178,918
172,921
163,921
157,918
154,912
154,903
154,903
154,912
151,906
151,906
157,897
157,897
157,918
154,897
154,897
148,909
148,909
163,921
151,897
151,897
172,921
145,903
145,903
151,891
151,891
178,918
145,903
145,903
151,891
151,891
145,915
145,915
160,888
160,888
148,894
148,894
157,888
157,888
172,888
172,888
154,924
154,924
172,924
172,924
145,897
145,897
163,888
163,888
175,894
181,903
181,903
151,891
151,891
160,888
160,888
157,924
157,924
145,912
145,912
157,888
157,888
172,924
172,924
148,894
154,891
163,891
169,894
172,900
172,909
172,909
172,900
169,915
169,915
169,894
163,891
172,918
172,918
175,915
175,915
178,912
178,912
169,924
169,924
154,891
148,894
175,894
166,888
166,888
172,924
172,924
181,897
181,897
145,897
145,897
181,897
181,897
151,891
175,894
163,888
151,891
172,891
163,888
181,915
172,891
148,921
181,915
172,924
148,921
142,906
172,924
148,894
154,891
163,891
169,894
172,900
172,909
172,909
172,900
169,915
169,915
163,918
163,918
169,894
172,915
172,915
163,891
166,921
166,921
175,915
175,915
160,924
160,924
169,924
169,924
175,921
175,921
154,891
142,906
160,888
148,894
157,888
160,888
166,888
157,888
145,897
166,888
181,897
145,897
181,915
181,897
181,897
181,915
181,915
181,897
145,900
181,915
181,915
145,900
148,921
181,915
151,891
148,921
148,921
151,891
163,927
148,921
142,909
163,927
142,903
142,909
157,888
142,903
160,888
169,888
169,888
175,891
178,897
178,906
175,912
169,915
160,915
160,915
154,912
154,912
169,915
154,915
154,915
175,912
154,918
154,918
151,915
151,915
178,906
178,897
145,912
145,912
148,918
148,918
175,891
169,924
169,924
157,888
169,891
160,888
181,915
142,906
145,897
169,891
160,927
181,915
181,900
145,897
142,906
160,927
181,912
166,888
166,927
181,900
148,921
142,906
163,927
181,912
163,927
166,927
145,918
148,921
142,909
163,927
142,903
163,927
175,894
145,918
145,918
142,909
154,888
142,903
151,924
145,918
160,927
154,888
151,924
151,924
157,888
166,888
172,891
175,897
175,906
172,912
166,915
166,915
157,915
157,915
172,912
175,906
160,918
160,918
163,921
163,921
175,897
151,918
151,918
172,891
166,888
157,924
157,924
154,921
154,921
160,927
166,888
148,921
145,915
145,906
148,900
154,897
163,897
169,900
169,900
163,897
172,906
172,906
172,897
172,897
175,903
175,903
154,897
178,909
178,909
178,900
178,900
169,894
169,894
148,900
145,906
166,891
166,891
181,906
181,906
145,915
160,927
151,924
142,912
157,888
166,927
166,888
142,909
142,912
142,906
166,927
142,903
142,909
169,888
142,906
163,927
142,903
154,924
169,888
145,918
163,927
154,888
154,924
151,924
145,918
160,927
154,888
157,888
166,888
172,891
175,897
175,906
172,912
166,915
166,915
157,915
157,915
172,912
160,918
160,918
175,906
163,921
163,921
175,897
151,918
151,918
172,891
166,888
157,924
157,924
166,924
166,924
181,909
181,909
151,924
142,906
160,927
148,921
145,915
145,906
148,900
154,897
163,897
163,897
169,900
169,900
172,906
172,906
175,903
175,903
175,912
175,912
154,897
178,909
178,909
178,900
178,900
169,894
169,894
148,900
145,906
145,915
181,915
181,915
178,918
178,918
157,888
178,891
148,921
151,924
178,891
142,912
151,924
178,891
181,897
181,906
178,912
172,915
163,915
157,912
157,912
163,915
154,906
154,906
151,909
151,909
172,915
151,900
151,900
154,897
154,897
148,903
148,903
148,912
148,912
178,912
160,921
160,921
181,906
145,906
145,906
151,891
151,891
145,897
145,897
142,909
142,909
181,897
142,912
166,927
178,891
145,918
166,927
142,903
145,918
142,909
142,903
169,888
142,909
163,888
172,888
172,888
169,888
166,927
166,927
157,927
157,927
145,894
145,894
142,912
142,912
184,906
184,906
178,921
178,921
142,900
142,900
148,891
148,891
154,888
154,888
184,906
184,906
178,921
178,921
151,924
151,924
178,891
178,891
166,927
166,927
145,894
145,894
178,891
181,897
181,906
178,912
172,915
163,915
163,915
157,912
157,912
154,906
154,906
151,909
151,909
157,918
157,918
172,915
151,900
151,900
148,903
148,903
148,912
148,912
178,912
181,906
154,924
154,924
145,897
145,897
181,897
142,909
142,909
148,894
148,894
145,915
145,915
178,891
145,918
145,918
157,927
157,927
160,888
160,888
175,888
175,888
184,903
184,903
184,903
184,903
142,912
172,891
142,900
145,918
148,891
151,924
169,888
142,912
184,906
142,900
178,921
148,891
184,909
169,888
184,903
184,906
178,921
172,924
163,924
157,921
154,915
154,906
154,906
157,900
157,900
154,915
163,897
163,897
160,894
160,894
157,921
148,903
148,903
157,891
157,891
166,891
166,891
163,924
172,891
163,888
172,924
178,921
145,918
184,909
151,924
184,903
163,888
178,921
154,888
154,888
184,906
184,906
184,909
175,924
175,924
184,909
145,894
145,894
145,897
145,897
178,921
178,921
169,927
169,927
157,927
157,927
142,900
142,900
142,912
142,903
145,897
151,894
160,894
166,897
169,903
169,903
169,912
169,912
166,897
172,909
172,909
160,894
166,918
166,918
175,906
175,906
172,918
172,918
169,921
169,921
178,912
178,912
175,915
175,915
151,894
178,894
178,894
145,897
166,927
166,927
184,906
184,906
178,921
178,921
142,903
142,912
157,927
157,927
175,924
175,924
148,891
148,891
175,888
175,888
184,903
184,903
151,924
148,918
148,909
151,903
157,900
166,900
166,900
172,903
172,903
172,900
172,900
157,900
163,897
163,897
175,900
175,900
151,903
160,894
160,894
148,909
172,897
172,897
166,891
166,891
181,903
181,903
148,918
157,891
157,891
178,897
178,897
175,891
175,891
151,924
169,888
169,888
184,909
184,909
184,903
184,903
172,924
172,924
181,894
181,894
184,909
184,909
169,927
169,927
145,894
145,894
142,915
142,915
181,894
181,894
184,903
184,903
175,924
175,924
178,921
172,924
163,924
157,921
154,915
154,906
154,906
157,900
157,900
154,915
157,921
157,891
157,891
163,924
172,924
145,915
145,915
178,921
181,918
181,918
181,897
181,897
181,918
169,927
175,924
181,918
142,912
142,903
145,897
151,894
160,894
166,897
169,903
169,903
169,912
169,912
166,897
172,909
172,909
160,894
175,906
175,906
169,918
169,918
172,918
172,918
178,912
178,912
178,903
178,903
151,894
172,924
172,924
145,897
178,921
178,921
142,903
184,906
184,906
175,924
142,900
142,912
151,888
142,900
163,888
151,888
181,915
163,888
172,891
181,915
157,927
151,924
148,918
148,909
151,903
157,900
166,900
166,900
172,903
172,903
157,900
175,900
175,900
151,903
148,909
172,897
172,897
169,894
169,894
181,903
181,903
148,918
151,924
175,891
175,891
172,891
148,891
157,927
175,924
148,891
142,906
175,924
157,888
142,906
145,894
157,888
181,894
145,894
181,918
181,894
181,894
181,918
169,927
181,894
175,891
169,927
181,918
175,891
142,915
181,918
142,900
142,915
142,915
142,900
154,888
142,915
175,924
169,927
160,927
154,924
151,918
151,909
154,903
160,900
169,900
169,900
160,900
154,903
151,909
166,897
166,897
163,894
163,894
151,918
175,897
175,897
169,891
169,891
172,894
172,894
154,924
160,927
151,891
151,891
169,927
175,924
151,888
151,888
181,918
181,918
184,900
184,900
184,900
184,900
148,891
148,891
178,894
178,894
184,912
184,912
154,927
154,927
142,909
142,909
163,927
163,927
145,894
145,894
163,885
163,885
181,918
181,918
184,900
184,909
181,915
175,918
166,918
160,915
157,909
157,909
160,915
154,903
154,903
157,900
157,900
151,906
151,906
166,918
154,894
154,894
148,900
148,900
151,897
151,897
175,918
142,906
142,906
148,918
148,918
181,915
148,891
148,891
184,909
163,888
169,927
160,927
154,924
151,918
151,909
154,903
160,900
169,900
169,900
160,900
154,903
166,897
166,897
151,909
163,894
163,894
151,918
175,897
175,897
169,891
169,891
160,891
160,891
154,924
145,906
145,906
160,927
169,927
175,891
175,891
184,912
184,912
172,888
172,888
166,888
166,888
142,915
142,915
142,900
142,900
151,888
151,888
160,885
160,885
142,906
142,906
184,900
184,900
184,912
184,912
184,912
184,912
154,927
160,927
154,927
154,927
148,891
154,888
163,888
169,891
172,897
172,906
172,906
169,912
163,915
163,915
169,912
172,897
160,921
160,921
169,891
163,888
151,921
151,921
172,924
172,924
181,897
181,897
154,888
148,891
178,894
178,894
184,900
184,900
181,918
175,921
166,921
160,918
157,912
157,903
157,903
157,912
160,897
160,897
157,897
157,897
160,918
154,897
154,897
157,894
157,894
166,921
148,912
148,912
154,891
154,891
148,894
148,894
160,888
160,888
175,921
154,888
154,888
181,918
142,897
142,897
163,927
163,927
163,885
163,885
184,912
184,912
145,894
151,891
160,891
166,894
169,900
169,909
169,909
169,900
166,915
166,915
166,894
172,915
172,915
169,918
169,918
160,891
175,912
175,912
166,924
166,924
178,918
178,918
172,924
172,924
